Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1415,50,4,64,13053,Pave,2,Reg,Bnk,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,833,833,GasA,Gd,Y,5,1053,795,0,1848,0,0,1,1,4,1,3,8,6,1,3,6,1922,3,2,370,4,4,N,0,0,0,0,220,0,4,5,5,0,6,2008,1,Normal,207000
1416,120,4,51,3635,Pave,3,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,1,1,2,130,Gd,TA,PConc,3,4,4,1,988,6,0,398,1386,GasA,Ex,Y,5,1569,0,0,1569,0,1,2,0,1,1,3,7,6,1,4,2,2007,2,3,660,4,4,Y,143,20,0,0,0,0,4,5,5,0,5,2009,1,Normal,175900
1417,190,5,60,11340,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,1,10,3,0,TA,TA,PConc,4,4,4,6,0,6,0,777,777,GasA,Gd,Y,5,1246,1044,0,2290,0,0,2,0,4,2,4,11,6,0,6,6,1971,3,2,560,4,4,N,0,0,114,0,0,0,4,5,5,0,4,2010,1,Normal,122500
1418,60,4,,16545,Pave,3,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,1,1,2,731,Gd,TA,PConc,3,4,3,3,781,6,0,503,1284,GasA,Ex,Y,5,1310,1140,0,2450,1,0,2,1,3,1,3,7,6,1,4,2,1998,1,3,1069,4,4,Y,0,126,0,0,0,0,4,5,5,0,5,2009,1,Normal,340000
1419,20,4,71,9204,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,2,25,5,872,247,1144,GasA,TA,Y,5,1144,0,0,1144,1,0,1,1,3,1,4,6,6,0,6,6,1962,3,1,336,4,4,Y,0,88,0,0,0,0,4,5,5,0,8,2008,3,Normal,124000
1420,20,4,,16381,Pave,3,IR1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,8,5,2,312,Gd,Gd,CBlock,4,4,2,5,1110,6,0,734,1844,GasA,Gd,Y,5,1844,0,0,1844,1,0,2,0,3,1,3,7,6,1,4,2,1969,2,2,540,4,4,Y,0,73,216,0,0,0,4,5,5,0,12,2006,1,Normal,223000
1421,60,4,90,11700,Pave,3,Reg,Lvl,1,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,4,4,2,420,TA,TA,CBlock,4,4,4,1,404,6,0,304,708,GasA,Gd,Y,5,708,708,0,1416,0,0,2,1,3,1,4,7,6,1,4,2,1968,2,2,776,4,4,Y,0,169,0,0,119,0,4,5,5,0,5,2006,1,Normal,179900
1422,120,4,53,4043,Pave,3,Reg,Lvl,1,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,8,5,3,0,TA,TA,CBlock,3,4,4,1,360,6,0,709,1069,GasA,TA,Y,5,1069,0,0,1069,0,0,2,0,2,1,4,4,6,1,2,2,1977,2,2,440,4,4,Y,0,55,0,0,165,0,4,5,5,0,7,2010,1,Normal,127500
1423,120,5,37,4435,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,1,1,2,170,Gd,TA,PConc,3,4,2,3,686,6,0,162,848,GasA,Ex,Y,5,848,0,0,848,1,0,1,0,1,1,3,3,6,0,6,2,2003,1,2,420,4,4,Y,140,0,0,0,0,0,4,5,5,0,3,2008,1,Normal,136500
1424,80,4,,19690,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,8,5,3,0,Gd,Gd,CBlock,3,4,2,6,0,6,0,697,697,GasA,TA,Y,5,1575,626,0,2201,0,0,2,0,4,1,3,8,6,1,3,2,1966,3,2,432,3,3,Y,586,236,0,0,0,738,2,1,5,0,8,2006,1,Alloca,274970
1425,20,4,,9503,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,1,457,5,374,193,1024,GasA,TA,Y,5,1344,0,0,1344,1,0,1,0,2,1,4,6,3,1,4,6,1970,3,1,484,4,4,Y,316,28,0,0,0,0,4,2,5,0,6,2007,1,Normal,144000
1426,20,4,80,10721,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,4,4,4,243,Gd,TA,CBlock,4,4,4,6,0,6,0,1252,1252,GasA,Ex,Y,5,1252,0,0,1252,0,0,1,0,3,1,3,7,6,0,6,6,1960,3,2,528,4,4,Y,0,39,0,0,0,0,4,5,5,0,10,2008,1,Normal,142000
1427,60,4,81,10944,Pave,3,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,1,1,2,448,Gd,TA,PConc,3,4,4,3,1000,6,0,223,1223,GasA,Ex,Y,5,1223,904,0,2127,1,0,2,1,3,1,3,5,6,2,4,2,1994,2,2,525,4,4,Y,171,132,0,0,0,0,4,5,5,0,8,2008,1,Normal,271000
1428,50,4,60,10930,Pave,1,Reg,Bnk,1,Inside,Gtl,mes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,2,580,6,0,333,913,GasA,TA,Y,1,1048,510,0,1558,1,0,1,1,3,1,4,6,6,1,4,2,1962,3,1,288,4,4,Y,0,0,0,0,0,0,4,5,5,0,4,2008,1,Normal,140000
1429,30,5,60,7200,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,2,2,4,294,TA,Gd,CBlock,4,4,4,2,510,6,0,278,788,GasA,TA,Y,5,804,0,0,804,1,0,1,0,2,1,3,4,6,2,3,2,1940,3,1,240,4,4,Y,0,0,154,0,0,0,4,3,5,0,2,2010,1,Abnorml,119000
1430,20,4,,12546,Pave,3,IR1,Lvl,1,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,2,2,2,310,Gd,Gd,CBlock,3,4,4,2,678,6,0,762,1440,GasA,Ex,Y,5,1440,0,0,1440,0,0,2,0,3,1,3,7,6,1,4,2,1981,1,2,467,4,4,Y,0,0,99,0,0,0,4,5,5,0,4,2007,1,Normal,182900
1431,60,4,60,21930,Pave,3,IR3,Lvl,1,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,2,2,6,0,6,0,732,732,GasA,Ex,Y,5,734,1104,0,1838,0,0,2,1,4,1,4,7,6,1,3,4,2005,1,2,372,4,4,Y,100,40,0,0,0,0,4,5,5,0,7,2006,1,Normal,192140
1432,120,4,,4928,Pave,3,IR1,Lvl,1,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,8,5,3,0,TA,TA,CBlock,3,4,4,4,958,6,0,0,958,GasA,TA,Y,5,958,0,0,958,0,0,2,0,2,1,4,5,6,0,6,2,1976,2,2,440,4,4,Y,0,60,0,0,0,0,4,5,5,0,10,2009,1,Normal,143750
1433,30,4,60,10800,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,656,656,GasA,TA,Y,5,968,0,0,968,0,0,2,0,4,1,4,5,6,0,6,6,1928,3,1,216,2,2,Y,0,0,0,0,0,0,4,5,5,0,8,2007,1,Normal,64500
1434,60,4,93,10261,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,1,1,2,318,TA,TA,PConc,3,4,4,6,0,6,0,936,936,GasA,Ex,Y,5,962,830,0,1792,1,0,2,1,3,1,4,8,6,1,4,2,2000,1,2,451,4,4,Y,0,0,0,0,0,0,4,5,5,0,5,2008,1,Normal,186500
1435,20,4,80,17400,Pave,3,Reg,Low,1,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,5,8,3,0,TA,TA,CBlock,4,4,4,1,936,6,0,190,1126,GasA,Fa,Y,5,1126,0,0,1126,1,0,2,0,3,1,4,5,6,1,3,2,1977,2,2,484,4,4,P,295,41,0,0,0,0,4,5,5,0,5,2006,1,Normal,160000
1436,20,4,80,8400,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,3,6,2,237,Gd,Gd,CBlock,4,4,4,6,0,6,0,1319,1319,GasA,TA,Y,5,1537,0,0,1537,1,0,1,1,3,1,3,7,6,1,3,2,1962,2,2,462,4,4,Y,0,36,0,0,0,0,4,1,5,0,7,2008,3,Abnorml,174000
1437,20,4,60,9000,Pave,3,Reg,Lvl,1,FR2,Gtl,mes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,4,4,3,0,TA,TA,PConc,4,4,4,1,616,6,0,248,864,GasA,TA,Y,5,864,0,0,864,0,0,1,0,3,1,4,5,6,0,6,6,1974,3,2,528,4,4,Y,0,0,0,0,0,0,4,2,5,0,5,2007,1,Normal,120500
1438,20,4,96,12444,Pave,3,Reg,Lvl,1,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,1,1,4,426,Ex,TA,PConc,1,4,2,3,1336,6,0,596,1932,GasA,Ex,Y,5,1932,0,0,1932,1,0,2,0,2,1,1,7,6,1,3,2,2008,1,3,774,4,4,Y,0,66,0,304,0,0,4,5,5,0,11,2008,2,Partial,394617
1439,20,5,90,7407,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,3,600,6,0,312,912,GasA,TA,Y,1,1236,0,0,1236,1,0,1,0,2,1,4,6,6,0,6,2,1957,3,2,923,4,4,Y,0,158,158,0,0,0,4,3,5,0,4,2010,1,Normal,149700
1440,60,4,80,11584,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,4,4,2,96,TA,TA,CBlock,4,4,4,3,315,5,110,114,539,GasA,TA,Y,5,1040,685,0,1725,0,0,2,1,3,1,4,6,6,1,4,2,1979,2,2,550,4,4,Y,0,88,216,0,0,0,4,5,5,0,11,2007,1,Normal,197000
1441,70,4,79,11526,Pave,3,IR1,Bnk,1,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,2,2,3,0,TA,TA,BrkTil,1,4,4,6,0,6,0,588,588,GasA,Fa,Y,5,1423,748,384,2555,0,0,2,0,3,1,4,11,3,1,3,6,1993,1,2,672,4,4,Y,431,0,0,0,0,0,4,5,5,0,9,2008,1,Normal,191000
1442,120,5,,4426,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,1,1,2,147,Gd,TA,PConc,3,4,2,3,697,6,0,151,848,GasA,Ex,Y,5,848,0,0,848,1,0,1,0,1,1,3,3,6,1,4,2,2004,2,2,420,4,4,Y,149,0,0,0,0,0,4,5,5,0,5,2008,1,Normal,149300
1443,60,2,85,11003,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,1,1,4,160,Ex,TA,PConc,1,4,2,3,765,6,0,252,1017,GasA,Ex,Y,5,1026,981,0,2007,1,0,2,1,3,1,1,10,6,1,1,2,2008,1,3,812,4,4,Y,168,52,0,0,0,0,4,5,5,0,4,2009,1,Normal,310000
1444,30,4,,8854,Pave,3,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,952,952,Grav,Fa,N,2,952,0,0,952,0,0,1,0,2,1,2,4,6,1,3,6,1916,3,1,192,2,5,P,0,98,0,0,40,0,4,5,5,0,5,2009,1,Normal,121000
1445,20,4,63,8500,Pave,3,Reg,Lvl,1,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,1,1,2,106,Gd,TA,PConc,3,4,2,6,0,6,0,1422,1422,GasA,Ex,Y,5,1422,0,0,1422,0,0,2,0,3,1,3,7,6,0,6,2,2004,2,2,626,4,4,Y,192,60,0,0,0,0,4,5,5,0,11,2007,1,Normal,179600
1446,85,4,70,8400,Pave,3,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1966,1966,Gable,CompShg,1,1,3,0,TA,TA,CBlock,4,4,1,4,187,5,627,0,814,GasA,Gd,Y,5,913,0,0,913,1,0,1,0,3,1,4,6,6,0,6,6,1990,3,1,240,4,4,Y,0,0,252,0,0,0,4,5,5,0,5,2007,1,Normal,129000
1447,20,4,,26142,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,1962,Gable,CompShg,4,4,2,189,TA,TA,CBlock,4,4,4,5,593,6,0,595,1188,GasA,TA,Y,5,1188,0,0,1188,0,0,1,0,3,1,4,6,6,0,6,2,1962,3,1,312,4,4,P,261,39,0,0,0,0,4,5,5,0,4,2010,1,Normal,157900
1448,60,4,80,10000,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,1,1,2,438,Gd,TA,PConc,3,4,4,3,1079,6,0,141,1220,GasA,Ex,Y,5,1220,870,0,2090,1,0,2,1,3,1,3,8,6,1,4,2,1995,2,2,556,4,4,Y,0,65,0,0,0,0,4,5,5,0,12,2007,1,Normal,240000
1449,50,4,70,11767,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,2,4,3,0,TA,TA,CBlock,2,4,4,6,0,6,0,560,560,GasA,Gd,N,5,796,550,0,1346,0,0,1,1,2,1,4,6,4,0,6,6,1950,3,1,384,2,4,Y,168,24,0,0,0,0,4,2,5,0,5,2007,1,Normal,112000
1450,180,5,21,1533,Pave,3,Reg,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,5,7,1970,1970,Gable,CompShg,7,,3,0,TA,TA,CBlock,3,4,2,3,553,6,0,77,630,GasA,Ex,Y,5,630,0,0,630,1,0,1,0,1,1,1,3,6,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,5,5,0,8,2006,1,Abnorml,92000
1451,90,4,60,9000,Pave,3,Reg,Lvl,1,FR2,Gtl,mes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,1,1,3,0,TA,TA,CBlock,3,4,4,6,0,6,0,896,896,GasA,TA,Y,5,896,896,0,1792,0,0,2,2,4,2,4,8,6,0,6,7,,4,0,0,6,6,Y,32,45,0,0,0,0,4,5,5,0,9,2009,1,Normal,136000
1452,20,4,78,9262,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,7,,4,194,Gd,TA,PConc,3,4,4,6,0,6,0,1573,1573,GasA,Ex,Y,5,1578,0,0,1578,0,0,2,0,3,1,1,7,6,1,3,2,2008,1,3,840,4,4,Y,0,36,0,0,0,0,4,5,5,0,5,2009,2,Partial,287090
1453,180,5,35,3675,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,1,1,2,80,TA,TA,PConc,3,4,1,3,547,6,0,0,547,GasA,Gd,Y,5,1072,0,0,1072,1,0,1,0,2,1,4,5,6,0,6,3,2005,1,2,525,4,4,Y,0,28,0,0,0,0,4,5,5,0,5,2006,1,Normal,145000
1454,20,4,90,17217,Pave,3,Reg,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,6,0,6,0,1140,1140,GasA,Ex,Y,5,1140,0,0,1140,0,0,1,0,3,1,4,6,6,0,6,7,,4,0,0,6,6,Y,36,56,0,0,0,0,4,5,5,0,7,2006,1,Abnorml,84500
1455,20,2,62,7500,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,410,6,0,811,1221,GasA,Ex,Y,5,1221,0,0,1221,1,0,2,0,2,1,3,6,6,0,6,2,2004,2,2,400,4,4,Y,0,113,0,0,0,0,4,5,5,0,10,2009,1,Normal,185000
1456,60,4,62,7917,Pave,3,Reg,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,6,0,6,0,953,953,GasA,Ex,Y,5,953,694,0,1647,0,0,2,1,3,1,4,7,6,1,4,2,1999,2,2,460,4,4,Y,0,40,0,0,0,0,4,5,5,0,8,2007,1,Normal,175000
1457,20,4,85,13175,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,8,5,4,119,TA,TA,CBlock,3,4,4,1,790,5,163,589,1542,GasA,TA,Y,5,2073,0,0,2073,1,0,2,0,3,1,4,7,3,2,4,2,1978,3,2,500,4,4,Y,349,0,0,0,0,0,4,3,5,0,2,2010,1,Normal,210000
1458,70,4,66,9042,Pave,3,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,7,,3,0,Ex,Gd,Stone,4,2,4,3,275,6,0,877,1152,GasA,Ex,Y,5,1188,1152,0,2340,0,0,2,0,4,1,3,9,6,2,3,2,1941,2,1,252,4,4,Y,0,60,0,0,0,0,4,1,1,2500,5,2010,1,Normal,266500
1459,20,4,68,9717,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,2,2,3,0,TA,TA,CBlock,4,4,3,3,49,5,1029,0,1078,GasA,Gd,Y,1,1078,0,0,1078,1,0,1,0,2,1,3,5,6,0,6,2,1950,3,1,240,4,4,Y,366,0,112,0,0,0,4,5,5,0,4,2010,1,Normal,142125
1460,20,4,75,9937,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,4,4,3,0,Gd,TA,CBlock,4,4,4,2,830,4,290,136,1256,GasA,Gd,Y,5,1256,0,0,1256,1,0,1,1,3,1,4,6,6,0,6,2,1965,1,1,276,4,4,Y,736,68,0,0,0,0,4,5,5,0,6,2008,1,Normal,147500
1461,20,3,80,11622,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,1,1,3,0,TA,TA,CBlock,4,4,4,5,468,4,144,270,882,GasA,TA,Y,5,896,0,0,896,0,0,1,0,2,1,4,5,6,0,6,2,1961,3,1,730,4,4,Y,140,0,0,0,120,0,4,3,5,0,6,2010,1,Normal,
1462,20,4,81,14267,Pave,3,IR1,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,3,6,2,108,TA,TA,CBlock,4,4,4,1,923,6,0,406,1329,GasA,TA,Y,5,1329,0,0,1329,0,0,1,1,3,1,3,6,6,0,6,2,1958,3,1,312,4,4,Y,393,36,0,0,0,0,4,5,2,12500,6,2010,1,Normal,
1463,60,4,74,13830,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,3,791,6,0,137,928,GasA,Gd,Y,5,928,701,0,1629,0,0,2,1,3,1,4,6,6,1,4,2,1997,1,2,482,4,4,Y,212,34,0,0,0,0,4,3,5,0,3,2010,1,Normal,
1464,60,4,78,9978,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,1,1,2,20,TA,TA,PConc,4,4,4,3,602,6,0,324,926,GasA,Ex,Y,5,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,3,2,1998,1,2,470,4,4,Y,360,36,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1465,120,4,43,5005,Pave,3,IR1,HLS,1,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,4,4,3,0,Gd,TA,PConc,3,4,4,1,263,6,0,1017,1280,GasA,Ex,Y,5,1280,0,0,1280,0,0,2,0,2,1,3,5,6,0,6,2,1992,2,2,506,4,4,Y,0,82,0,0,144,0,4,5,5,0,1,2010,1,Normal,
1466,60,4,75,10000,Pave,3,IR1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,4,4,3,0,TA,TA,PConc,3,4,4,6,0,6,0,763,763,GasA,Gd,Y,5,763,892,0,1655,0,0,2,1,3,1,4,7,6,1,4,2,1993,1,2,440,4,4,Y,157,84,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1467,20,4,,7980,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,4,4,3,0,TA,Gd,PConc,3,4,4,1,935,6,0,233,1168,GasA,Ex,Y,5,1187,0,0,1187,1,0,2,0,3,1,4,6,6,0,6,2,1992,1,2,420,4,4,Y,483,21,0,0,0,0,4,1,1,500,3,2010,1,Normal,
1468,60,4,63,8402,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,6,0,6,0,789,789,GasA,Gd,Y,5,789,676,0,1465,0,0,2,1,3,1,4,7,6,1,3,2,1998,1,2,393,4,4,Y,0,75,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1469,20,4,85,10176,Pave,3,Reg,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,4,4,3,0,TA,TA,PConc,3,4,1,3,637,6,0,663,1300,GasA,Gd,Y,5,1341,0,0,1341,1,0,1,1,2,1,3,5,6,1,5,2,1990,3,2,506,4,4,Y,192,0,0,0,0,0,4,5,5,0,2,2010,1,Normal,
1470,20,4,70,8400,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,8,5,3,0,TA,TA,CBlock,4,4,4,1,804,5,78,0,882,GasA,TA,Y,5,882,0,0,882,1,0,1,0,2,1,4,4,6,0,6,2,1970,1,2,525,4,4,Y,240,0,0,0,0,0,4,3,5,0,4,2010,1,Normal,
1471,120,3,26,5858,Pave,3,IR1,Lvl,1,FR2,Gtl,mes,Norm,Norm,TwnhsE,1Story,7,5,1999,1999,Gable,CompShg,2,2,3,0,Gd,TA,PConc,3,4,4,3,1051,2,0,354,1405,GasA,Ex,Y,5,1337,0,0,1337,1,0,2,0,2,1,3,5,6,1,2,2,1999,1,2,511,4,4,Y,203,68,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1472,160,5,21,1680,Pave,3,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,4,4,2,504,TA,TA,CBlock,4,4,4,5,156,6,0,327,483,GasA,TA,Y,5,483,504,0,987,0,0,1,1,2,1,4,5,6,0,6,6,1971,3,1,264,4,4,Y,275,0,0,0,0,0,4,5,5,0,2,2010,3,Normal,
1473,160,5,21,1680,Pave,3,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,4,4,2,492,TA,TA,CBlock,4,4,4,5,300,6,0,225,525,GasA,TA,Y,5,525,567,0,1092,0,0,1,1,3,1,4,6,6,0,6,6,1997,3,1,320,4,4,Y,0,0,0,0,0,0,4,5,5,0,3,2010,1,Normal,
1474,160,4,24,2280,Pave,3,Reg,Lvl,1,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,8,11,3,0,TA,TA,CBlock,4,4,4,1,514,6,0,341,855,GasA,TA,Y,5,855,601,0,1456,0,0,2,1,3,1,3,6,6,1,4,2,1975,3,2,440,4,4,Y,173,0,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1475,120,4,24,2280,Pave,3,Reg,Lvl,1,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,8,11,3,0,TA,TA,CBlock,3,4,4,6,0,6,0,836,836,GasA,Ex,Y,5,836,0,0,836,0,0,1,0,2,1,4,4,6,0,6,2,1975,3,1,308,4,4,Y,0,30,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1476,60,4,102,12858,Pave,3,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,1,1,4,162,Ex,TA,PConc,1,4,4,6,0,6,0,1590,1590,GasA,Ex,Y,5,1627,707,0,2334,0,0,2,1,3,1,1,10,6,1,3,2,2009,1,3,751,4,4,Y,144,133,0,0,0,0,4,5,5,0,1,2010,2,Partial,
1477,20,4,94,12883,Pave,3,IR1,Lvl,1,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,1,1,4,256,Gd,TA,PConc,3,4,4,6,0,6,0,1544,1544,GasA,Ex,Y,5,1544,0,0,1544,0,0,2,0,3,1,3,7,6,0,6,2,2009,2,3,868,4,4,Y,0,35,0,0,0,0,4,5,5,0,6,2010,2,Partial,
