Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,A1stFlrSF,A2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,A3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
843,80,4,82,9020,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,4,4,2,183,TA,TA,CBlock,4,4,1,5,312,1,539,276,1127,GasA,TA,Y,5,1165,844,232,1165,1,0,1,1,3,1,4,6,6,0,6,2,1966,2,2,490,3,3,Y,0,129,0,0,0,0,5,1,3,0,5,2008,7,Normal,174900
844,90,4,80,8000,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,2,2,3,38,TA,TA,CBlock,4,4,4,6,408,6,0,1800,1800,GasA,Ex,N,5,1800,672,232,1800,0,0,2,0,6,2,4,10,6,0,6,7,1941,4,0,0,6,6,Y,0,0,0,0,0,0,5,5,3,0,7,2007,7,Normal,141000
845,50,5,100,12665,Pave,1,IR1,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,8,9,3,147,TA,TA,BrkTil,4,4,3,6,600,6,0,876,876,GasA,Gd,Y,5,876,540,53,1416,0,0,1,1,4,1,4,7,6,1,3,6,1949,3,3,720,4,4,Y,418,0,194,0,0,0,5,5,3,0,6,2008,7,Normal,153900
846,85,4,108,16647,Pave,1,IR1,Lvl,1,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,4,4,3,361,TA,TA,CBlock,3,4,1,1,1390,6,0,112,1390,GasA,TA,Y,5,1701,1281,360,1701,1,0,2,0,3,1,4,6,4,2,4,3,1975,1,2,611,4,4,Y,0,0,0,0,0,0,5,5,3,0,1,2007,7,Normal,171000
847,60,4,75,9317,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,4,4,2,137,Gd,TA,PConc,3,4,4,1,513,6,0,227,740,GasA,Ex,Y,5,1006,769,80,1775,1,0,2,1,3,1,3,7,6,1,4,2,1993,3,2,425,4,4,Y,234,72,192,0,0,0,5,5,3,0,7,2009,7,Normal,213000
848,20,4,36,15523,Pave,1,IR1,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,4,4,3,99,TA,TA,CBlock,4,4,2,2,460,6,0,404,864,GasA,Ex,Y,5,864,527,479,864,1,0,1,0,3,1,4,5,6,1,2,2,1972,3,1,338,4,4,Y,0,0,0,0,0,0,5,5,3,0,8,2009,7,Normal,133500
849,50,4,75,45600,Pave,2,IR2,Bnk,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,8,9,3,140,TA,TA,BrkTil,4,4,4,6,524,6,0,907,907,GasA,TA,Y,5,1307,1051,513,2358,0,0,3,0,5,1,4,10,6,1,3,6,1908,3,2,360,2,4,Y,486,40,0,0,175,0,5,5,3,0,9,2008,7,Normal,240000
850,80,4,80,9600,Pave,1,Reg,Lvl,1,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,7,6,2,360,Gd,Gd,CBlock,4,4,4,6,551,6,0,528,528,GasA,Ex,Y,5,1094,761,513,1855,0,0,2,1,3,1,4,7,6,1,4,2,1976,2,2,512,4,4,Y,113,100,0,0,0,0,5,5,3,0,8,2007,7,Normal,187000
851,120,5,36,4435,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,7,8,2,170,Gd,TA,PConc,3,4,2,3,659,6,0,189,848,GasA,Ex,Y,5,848,912,80,848,1,0,1,0,1,1,3,3,6,0,6,2,2003,1,2,420,4,4,Y,140,0,0,0,0,0,5,5,3,0,11,2007,7,Normal,131500
852,120,4,85,3196,Pave,2,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,7,8,2,40,Gd,TA,PConc,3,4,1,6,609,6,0,1273,1273,GasA,Ex,Y,5,1456,1168,360,1456,0,0,2,0,2,1,3,7,6,1,4,2,2003,1,2,400,4,4,Y,143,20,0,0,0,0,5,5,3,0,5,2006,7,Normal,215000
853,75,4,53,7128,Pave,2,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,5,6,3,632,TA,Gd,CBlock,4,4,4,5,364,6,0,554,918,GasA,Gd,Y,5,918,728,481,1646,0,0,2,0,4,1,4,7,6,2,3,6,1941,3,1,240,4,4,Y,0,0,0,0,126,0,5,3,3,0,8,2007,7,Normal,164000
854,80,4,60,12095,Pave,2,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,5,4,2,115,TA,Gd,CBlock,4,4,1,5,564,6,0,563,1127,GasA,TA,Y,5,1445,1349,515,1445,0,0,1,1,3,1,4,7,6,1,2,2,1964,2,2,645,4,4,Y,180,0,0,0,0,0,5,3,3,0,8,2009,7,Normal,158000
855,20,4,102,17920,Pave,1,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,8,6,3,95,TA,TA,CBlock,4,4,3,1,306,5,1085,372,1763,GasA,TA,Y,5,1779,880,205,1779,1,0,1,1,3,1,4,6,6,1,3,2,1955,3,2,454,4,4,Y,0,418,0,0,312,0,5,5,3,0,7,2006,7,Abnorml,170000
856,20,4,65,6897,Pave,1,IR1,Lvl,1,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,4,4,3,32,TA,Gd,CBlock,4,4,4,1,659,6,0,381,1040,GasA,Ex,Y,5,1040,741,205,1040,1,0,1,1,3,1,4,6,6,0,6,6,1962,3,1,260,4,4,Y,0,104,0,0,0,0,5,5,3,0,4,2010,7,Normal,127000
857,80,4,80,10970,Pave,1,IR1,Low,1,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,5,4,3,772,TA,TA,CBlock,3,2,1,3,505,4,435,299,940,GasA,TA,Y,5,1026,448,479,1026,1,0,1,0,3,1,4,5,6,0,6,6,1981,3,2,576,4,2,Y,0,0,34,0,0,0,5,3,3,0,10,2008,7,Normal,147000
858,60,4,65,8125,Pave,2,Reg,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,4,4,3,108,TA,TA,PConc,3,4,4,6,666,6,0,702,702,GasA,Gd,Y,5,702,779,80,1481,0,0,2,1,3,1,4,6,6,1,4,2,1994,1,2,343,4,4,Y,0,36,0,0,0,0,5,5,3,0,3,2009,7,Normal,174000
859,20,4,80,10400,Pave,1,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,4,4,2,189,TA,TA,CBlock,3,4,4,6,1422,6,0,1090,1090,GasA,TA,Y,5,1370,504,479,1370,0,0,2,0,3,1,4,6,6,1,4,2,1976,2,2,479,4,4,Y,0,0,0,0,0,0,5,3,3,0,6,2009,7,Family,152000
860,60,4,67,11029,Pave,2,IR1,Lvl,1,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,4,4,2,220,TA,TA,CBlock,4,4,3,2,619,6,0,435,1054,GasA,TA,Y,5,1512,1142,144,2654,1,0,2,1,4,1,3,9,6,1,3,2,1968,3,2,619,4,4,Y,0,65,0,0,222,0,5,5,3,0,8,2006,7,Normal,250000
861,50,4,55,7642,Pave,2,Reg,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,8,9,3,178,Gd,TA,BrkTil,4,4,4,6,932,6,0,912,912,GasA,Gd,Y,5,912,514,397,1426,0,0,1,1,3,1,3,7,6,1,3,6,1925,3,1,216,4,4,Y,0,240,0,0,0,0,5,1,3,0,6,2007,7,Normal,189950
862,190,4,75,11625,Pave,1,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,7,4,3,1129,TA,TA,PConc,4,4,3,2,841,6,0,198,1039,GasA,Ex,Y,5,1039,551,360,1039,1,0,1,1,3,1,4,6,6,0,6,2,1965,3,2,504,4,4,Y,0,0,0,0,0,0,5,5,3,0,4,2010,7,Normal,131500
863,20,4,81,9672,Pave,2,Reg,Lvl,1,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,4,4,3,576,TA,TA,PConc,3,4,4,3,338,6,0,702,1040,GasA,TA,Y,5,1097,756,572,1097,0,0,2,0,3,1,4,6,6,0,6,2,1986,3,2,480,4,4,Y,0,0,0,0,0,0,5,1,3,0,5,2010,7,Normal,152000
864,20,4,70,7931,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,2,4,3,100,TA,TA,CBlock,4,4,4,2,1148,6,0,596,1148,GasA,TA,Y,5,1148,741,80,1148,1,0,1,0,3,1,4,6,6,0,6,2,1959,3,1,672,4,4,Y,0,0,0,0,0,0,5,1,3,0,7,2009,7,Normal,132500
865,20,2,72,8640,Pave,1,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,7,8,3,117,Gd,TA,PConc,1,4,4,6,1157,6,0,1372,1372,GasA,Ex,Y,5,1372,971,234,1372,0,0,2,0,3,1,3,6,6,0,6,2,2008,1,2,529,4,4,Y,0,140,0,0,0,0,5,5,3,0,5,2008,6,Partial,250580
866,20,4,76,8750,Pave,1,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,5,6,2,76,TA,TA,CBlock,4,4,4,2,828,6,0,174,1002,GasA,TA,Y,5,1002,672,234,1002,1,0,1,0,3,1,4,5,6,0,6,6,1973,3,2,902,4,4,Y,0,0,0,0,0,0,5,3,3,0,8,2009,7,Normal,148500
867,20,4,67,10656,Pave,1,IR1,HLS,1,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,7,8,4,274,Gd,TA,PConc,3,4,2,6,863,6,0,1638,1638,GasA,Ex,Y,5,1646,602,371,1646,0,0,2,0,3,1,3,6,6,1,3,2,2007,2,3,870,4,4,Y,192,80,0,0,0,0,5,5,3,0,11,2007,6,Partial,248900
868,20,4,85,6970,Pave,1,Reg,Lvl,1,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,7,8,3,226,TA,TA,CBlock,4,4,4,1,932,6,0,108,1040,GasA,TA,Y,5,1120,351,144,1120,1,0,1,1,3,1,2,5,6,0,6,2,1961,2,2,544,4,4,Y,168,0,0,0,0,0,5,5,2,400,5,2007,7,Normal,129000
869,60,4,85,14762,Pave,2,IR2,Lvl,1,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,8,9,3,456,TA,TA,Slab,5,5,5,7,492,7,0,285,672,GasA,Gd,Y,5,1547,720,53,2320,0,0,2,0,2,1,4,7,6,1,4,2,1979,3,2,672,4,4,P,120,144,0,0,0,0,5,5,3,0,5,2006,7,Normal,169000
870,60,4,80,9938,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,5,6,2,246,Gd,TA,PConc,3,4,4,3,750,6,0,300,1050,GasA,Ex,Y,5,1062,887,479,1949,1,0,2,1,3,1,3,8,6,1,4,2,1993,1,2,574,4,4,Y,156,90,0,0,0,0,5,1,3,0,6,2010,7,Normal,236000
871,20,4,60,6600,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,5,6,3,922,TA,TA,CBlock,4,4,4,6,504,6,0,894,894,GasA,Gd,N,5,894,829,397,894,0,0,1,0,2,1,4,5,6,0,6,6,1962,3,1,308,4,4,Y,0,0,0,0,0,0,5,5,3,0,8,2009,7,Normal,109500
872,60,4,70,8750,Pave,1,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,7,8,2,116,TA,TA,PConc,3,4,4,3,505,6,0,299,804,GasA,Ex,Y,5,804,878,80,1682,0,0,2,1,3,1,3,7,6,0,6,2,1998,2,2,523,4,4,Y,0,77,0,0,0,0,5,5,3,0,6,2010,7,Normal,200500
873,20,4,74,8892,Pave,1,Reg,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,9,10,3,208,Gd,TA,Stone,4,4,2,6,264,6,0,105,105,GasA,Gd,Y,5,910,850,481,910,0,0,1,0,3,1,3,5,6,0,6,2,1953,3,2,414,4,4,Y,196,0,150,0,0,0,5,2,3,0,10,2008,7,Normal,116000
874,40,4,60,12144,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,4,4,3,112,Gd,TA,CBlock,4,4,4,5,375,6,0,457,832,GasA,Gd,Y,5,1036,983,232,1268,0,0,1,0,3,1,4,6,6,1,3,2,1949,3,1,288,4,4,Y,0,28,0,0,0,0,5,5,1,0,9,2009,7,Normal,133000
875,50,5,52,5720,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,8,9,3,304,TA,TA,CBlock,4,4,4,6,816,6,0,676,676,GasA,Ex,Y,5,676,455,360,1131,0,0,1,1,3,1,4,5,6,0,6,6,1941,3,1,200,4,4,Y,26,0,0,0,0,0,5,5,3,0,8,2009,7,Abnorml,66500
876,60,2,75,9000,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,3,8,3,246,Gd,TA,PConc,3,4,2,3,64,6,0,1120,1184,GasA,Ex,Y,5,1184,1426,360,2610,0,0,2,1,4,1,1,11,6,1,3,4,2007,1,2,550,4,4,Y,208,364,0,0,0,0,5,5,3,0,8,2007,6,Partial,303477
877,20,4,94,25286,Pave,1,Reg,HLS,1,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,4,6,3,75,TA,TA,PConc,4,4,1,1,633,6,0,431,1064,GasA,Gd,Y,5,1040,1257,232,1040,1,0,1,0,3,1,4,5,6,0,6,2,1963,3,2,648,4,4,Y,0,0,0,0,0,0,5,5,3,0,1,2007,7,Normal,132250
878,60,4,74,8834,Pave,2,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,7,8,4,216,Gd,TA,PConc,1,4,4,3,1170,6,0,292,1462,GasA,Ex,Y,5,1462,762,515,2224,1,0,2,1,4,1,1,10,6,1,3,2,2004,1,3,738,4,4,Y,184,0,0,0,0,0,5,5,3,0,6,2009,7,Normal,350000
879,85,4,88,11782,Pave,1,IR1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,4,4,3,101,TA,TA,CBlock,4,4,2,1,899,6,0,210,1109,GasA,TA,Y,5,1155,983,481,1155,1,0,1,0,3,1,3,6,4,0,6,6,1987,3,2,576,4,4,Y,192,0,0,0,0,0,5,3,2,400,6,2010,7,Normal,148000
880,20,4,50,7000,Pave,2,IR1,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,7,8,2,90,Gd,Gd,CBlock,4,4,4,1,646,6,0,218,864,GasA,Ex,Y,5,864,978,120,864,1,0,1,0,3,1,4,6,6,0,6,2,1978,3,1,336,4,4,Y,0,0,0,0,0,0,5,2,3,0,7,2009,7,Normal,136500
881,20,4,60,7024,Pave,2,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,7,8,3,305,TA,TA,PConc,1,2,4,1,980,6,0,110,1090,GasA,Gd,Y,5,1090,1039,80,1090,1,0,1,1,2,1,4,5,6,0,6,2,2005,1,2,450,4,4,Y,0,49,0,0,0,0,5,5,3,0,6,2007,7,Normal,157000
882,50,4,44,13758,Pave,2,IR1,Lvl,1,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,4,4,2,117,Gd,Gd,CBlock,3,4,3,4,902,6,0,254,1156,GasA,Ex,Y,5,1187,530,384,1717,0,0,2,1,3,1,3,7,6,1,4,2,1990,2,2,400,4,4,Y,168,36,0,0,0,0,5,5,3,0,4,2007,7,Normal,187500
883,60,4,59,9636,Pave,1,IR1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,7,8,3,284,TA,TA,PConc,3,4,4,6,352,6,0,808,808,GasA,Gd,Y,5,808,785,514,1593,0,0,2,1,3,1,4,7,6,1,4,4,1993,2,2,389,4,4,Y,342,40,0,0,0,0,5,3,3,0,12,2009,7,Normal,178000
884,75,4,60,6204,Pave,1,Reg,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,8,9,3,468,Gd,TA,PConc,4,1,4,6,326,6,0,795,795,GasA,TA,N,5,954,795,481,2230,1,0,1,0,5,1,4,10,6,0,6,6,1997,3,1,440,4,3,Y,0,188,0,0,0,0,5,5,3,0,3,2006,7,Normal,118500
885,20,4,65,7150,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,4,4,2,60,TA,TA,CBlock,4,4,4,2,432,6,0,460,892,GasA,TA,Y,5,892,858,514,892,0,0,1,0,3,1,4,5,6,0,6,2,1967,2,1,288,4,4,Y,0,0,0,0,0,0,5,2,3,0,7,2009,7,Normal,100000
886,120,2,50,5119,Pave,2,IR1,Lvl,1,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,5,6,2,60,Gd,TA,PConc,1,4,2,3,1238,6,0,460,1698,GasA,Ex,Y,5,1709,1017,481,1709,1,0,2,0,2,1,3,5,6,1,4,2,1999,1,2,506,4,4,Y,97,65,0,0,0,0,5,5,3,0,1,2008,5,Abnorml,328900
887,90,4,70,8393,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,5,6,2,122,TA,TA,CBlock,4,4,4,4,528,6,0,1098,1626,GasA,Ex,Y,5,1712,1611,120,1712,0,0,2,0,4,2,4,8,6,0,6,2,2005,1,2,588,4,4,Y,272,54,0,0,0,0,5,5,3,0,6,2006,7,Family,145000
888,50,4,59,16466,Pave,2,IR1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,5,6,3,240,TA,Gd,PConc,4,4,4,6,312,6,0,816,816,GasA,TA,Y,5,872,521,144,1393,0,0,1,1,3,1,4,8,6,0,6,2,1955,3,1,300,4,4,Y,121,0,0,0,265,0,5,5,3,0,4,2008,7,Normal,135500
889,20,4,95,15865,Pave,1,IR1,Lvl,1,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,8,9,3,340,Gd,Gd,PConc,4,2,1,1,351,5,823,1043,2217,GasA,Ex,Y,5,2217,464,53,2217,1,0,2,0,4,1,3,8,6,1,4,2,1970,3,2,621,4,4,Y,81,207,0,0,224,0,5,5,3,0,10,2007,7,Normal,268000
890,20,4,128,12160,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,8,9,2,90,TA,TA,CBlock,4,4,4,2,1024,6,0,481,1505,GasA,Ex,Y,5,1505,984,144,1505,1,0,1,0,2,1,4,6,6,1,4,2,1953,2,2,505,4,4,Y,0,0,0,162,0,0,5,5,3,0,2,2009,7,Normal,149500
891,50,4,60,8064,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,5,6,3,85,TA,Gd,CBlock,4,4,3,6,1351,6,0,672,672,GasA,Ex,Y,5,672,252,420,924,0,0,1,0,3,1,4,6,6,1,5,6,2003,3,2,576,4,4,Y,0,0,0,0,0,0,5,3,2,2000,7,2007,7,Normal,122900
892,60,4,70,11184,Pave,1,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,4,4,2,92,TA,TA,CBlock,4,4,4,4,226,5,500,192,918,GasA,Gd,Y,5,918,765,234,1683,0,0,2,1,3,1,4,7,6,1,4,2,1978,2,2,440,4,4,Y,243,0,0,0,0,0,5,5,3,0,7,2009,7,Normal,172500
893,20,4,70,8414,Pave,1,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,4,4,3,228,TA,TA,CBlock,4,4,4,3,663,6,0,396,1059,GasA,TA,Y,5,1068,511,80,1068,0,1,1,0,3,1,4,6,6,0,6,2,1963,2,1,264,4,4,Y,192,0,0,0,0,0,5,3,3,0,2,2006,7,Normal,154500
894,20,4,80,13284,Pave,2,Reg,Lvl,1,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,8,6,3,171,TA,TA,PConc,3,4,3,2,1064,6,0,319,1383,GasA,TA,Y,5,1383,1323,53,1383,1,0,1,0,3,1,4,6,6,1,3,2,1954,3,1,354,4,4,Y,511,116,0,0,0,0,5,1,3,0,6,2008,7,Normal,165000
895,90,4,64,7018,Pave,1,Reg,Bnk,1,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,7,9,3,40,TA,TA,Slab,5,5,5,7,513,7,0,721,1453,GasA,TA,Y,5,1535,896,528,1535,0,0,2,0,4,2,4,8,6,0,6,2,1979,3,2,400,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2009,7,Alloca,118858
896,60,4,71,7056,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,4,4,2,415,TA,TA,CBlock,4,4,4,2,400,6,0,380,780,GasA,TA,Y,5,983,813,515,1796,1,0,1,1,4,1,4,8,6,1,4,2,1963,2,2,483,4,4,Y,0,50,0,0,0,0,5,5,3,0,10,2008,7,Normal,140000
897,30,5,50,8765,Pave,1,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,8,9,3,370,TA,TA,BrkTil,4,4,4,1,285,6,0,666,951,GasA,Ex,N,5,951,568,384,951,0,0,1,0,2,1,4,6,6,0,6,6,1936,3,1,327,4,4,Y,0,28,0,0,0,0,5,5,3,0,4,2006,7,Abnorml,106500
898,90,4,64,7018,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,4,8,3,165,TA,TA,Slab,5,5,5,7,284,7,0,316,952,GasA,TA,Y,5,1120,1120,390,2240,0,0,2,0,6,2,4,12,6,0,6,6,1979,3,2,528,4,4,Y,154,0,0,0,0,0,5,5,3,0,6,2009,7,Alloca,142953
899,20,4,100,12919,Pave,1,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,7,8,4,760,Ex,TA,PConc,1,4,1,3,2188,6,0,142,2330,GasA,Ex,Y,5,2364,983,144,2364,1,0,2,1,2,1,1,11,6,2,3,2,2009,1,3,820,4,4,Y,0,67,0,0,0,0,5,5,3,0,3,2010,6,Partial,611657
900,20,4,65,6993,Pave,1,Reg,Lvl,1,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,4,8,3,480,TA,TA,CBlock,4,4,4,2,465,6,0,447,912,GasA,TA,Y,5,1236,1274,80,1236,0,0,1,0,3,1,4,6,6,1,4,2,1961,3,1,288,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2006,7,Normal,135000
901,20,4,63,7340,Pave,1,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,4,4,3,149,TA,TA,CBlock,4,4,4,1,322,6,0,536,858,GasA,TA,Y,5,858,755,205,858,0,0,1,0,2,1,4,4,6,0,6,6,1979,3,1,684,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2007,7,Normal,110000
902,20,4,64,8712,Pave,1,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,5,6,3,350,TA,Gd,CBlock,4,4,3,2,860,6,0,132,992,GasA,TA,Y,5,1306,695,572,1306,1,0,1,0,2,1,4,5,6,0,6,6,1968,3,1,756,4,4,Y,0,0,0,0,0,0,5,5,3,0,5,2009,7,Normal,153000
903,60,4,63,7875,Pave,1,Reg,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,7,8,3,205,Gd,TA,PConc,3,4,4,6,556,6,0,783,783,GasA,Ex,Y,5,807,702,120,1509,0,0,2,1,3,1,3,8,6,1,3,2,2003,1,2,393,4,4,Y,0,75,0,0,0,0,5,5,3,0,7,2006,7,Normal,180000
904,20,4,50,14859,Pave,2,IR1,HLS,1,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,7,8,2,27,Gd,TA,PConc,3,4,4,6,751,6,0,1670,1670,GasA,Ex,Y,5,1670,703,371,1670,0,0,2,0,3,1,3,7,6,1,3,2,2006,2,3,690,4,4,Y,144,60,0,0,0,0,5,5,3,0,8,2006,6,Partial,240000
